amount,term_ 36 months,rate,payment,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,length_sub 1 year,length_1 year,length_10 plus years,length_2 years,length_3 years,length_4 years,length_5 years,length_6 years,length_7 years,length_8 years,length_9 years,length_n/a,home_MORTGAGE,home_OWN,home_RENT,income,verified_Not Verified,verified_Source Verified,verified_Verified,status_Bad,reason_credit_card,reason_debt_consolidation,reason_home_improvement,reason_other,debtIncRat,delinq2yr,inq6mth,openAcc,pubRec,revolRatio,totalAcc,totalBal,totalRevLim,accOpen24,avgBal,bcOpen,bcRatio,totalLim,totalRevBal,totalBcLim,totalIlLim
4625,1,0.21,174.23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50000,0,0,1,0,0,1,0,0,9.99,0,1,7,3,0.51,10,21935,3100,3,3134,889,57.7,24624,21935,2100,21524
30000,1,0.11,982.02,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,126000,0,1,0,0,0,1,0,0,23.34,0,0,19,0,0.58,27,166429,45700,6,8759,2901,89,206676,83812,26300,52374
11000,1,0.16,384.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45000,0,1,0,0,0,0,0,1,11.25,0,1,15,0,0.79,23,9509,12000,6,864,1170,85.9,12000,9509,8300,0
15000,0,0.11,326.07,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,63000,1,0,0,0,0,1,0,0,20.57,0,0,9,0,0.38,39,142149,8900,3,23692,4398,36.3,164932,30341,6900,43017
28000,0,0.16,675.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,134595,0,1,0,0,0,1,0,0,9.58,0,0,11,1,0.08,37,375509,22400,7,34137,8918,15.9,400533,46093,10600,46256
25000,1,0.09,796.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,200000,0,1,0,0,0,1,0,0,7.07,2,1,10,0,0.6,39,464381,17600,4,46438,4235,68.4,481773,24381,13400,24173
8050,1,0.15,279.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18000,0,0,1,0,0,1,0,0,34.93,0,0,6,0,0.82,10,22849,18600,0,3808,1006,78.1,29100,22849,4600,10500
16000,1,0.11,523.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,0,1,0,0,7.3,1,0,18,0,0.52,37,437284,30000,4,24294,1927,86.2,465979,100207,14000,82500
8000,1,0.13,268.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,98000,1,0,0,0,0,1,0,0,21.14,0,1,10,0,0.6,16,80018,13300,7,8891,3331,70.5,102666,80018,11300,89366
12000,1,0.14,413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,52000,0,1,0,0,0,1,0,0,30,0,1,9,0,0.97,19,135096,2600,8,15011,80,95.6,166876,14776,1800,32276
12000,1,0.06,367.74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,56000,1,0,0,0,1,0,0,0,26.66,1,1,16,0,0.19,34,148349,46400,5,9890,32325,20.8,205443,88324,40800,92723
35000,1,0.18,1262.88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,70000,0,0,1,0,1,0,0,0,20.32,1,0,5,0,0.89,20,273488,15600,4,54698,1656,89.4,287946,61602,15600,56331
12000,1,0.12,398.52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,120000,0,1,0,0,0,1,0,0,10.74,0,2,10,0,0.52,46,191760,16900,7,19176,4639,65.6,216472,62361,13500,55885
18000,1,0.08,565.56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,71000,0,1,0,0,0,1,0,0,18.88,0,0,8,0,0.13,16,42770,31500,5,5346,2859,28.5,84111,42770,4000,52611
24500,1,0.1,792.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,185000,1,0,0,0,0,1,0,0,7.95,0,0,10,0,0.37,29,37310,59300,6,3731,29597,42,83434,37310,54100,24134
9100,1,0.07,282.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,79992,1,0,0,0,0,1,0,0,20.66,0,2,26,0,0.23,65,299676,13700,18,11987,3221,15.2,320481,136719,3800,142831
8000,1,0.08,250.29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,105000,0,0,1,0,0,0,0,1,0.29,0,0,3,0,0.02,17,300,17500,0,100,17200,1.7,17500,300,17500,0
12600,0,0.16,303.67,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48000,1,0,0,0,0,1,0,0,22.7,2,0,15,0,0.74,35,146575,8400,4,11275,396,86.8,165052,34208,3000,31652
26575,0,0.1,564.51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,135000,0,1,0,0,0,1,0,0,12.04,0,0,13,0,0.19,32,163327,63900,3,13611,44771,21.3,224840,54387,56900,52000
13600,1,0.09,433.56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,48000,1,0,0,0,1,0,0,0,28.75,0,1,11,1,0.73,40,153505,21300,6,13955,2545,80.1,195873,37516,12800,41573
35000,1,0.08,1103.09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,220000,0,0,1,0,0,0,1,0,6.43,0,0,9,0,0.47,22,337970,36500,3,42246,18814,47.3,362761,49217,35700,33761
18000,1,0.14,619.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50000,0,0,1,0,0,1,0,0,19.01,0,2,8,0,0.63,17,19681,26000,2,2460,3150,83.8,39250,19681,19500,13250
24000,1,0.13,808.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,140000,0,1,0,0,0,0,0,1,8.51,0,0,5,0,0.77,17,56499,28000,2,11300,6494,76.8,63281,56499,28000,34824
18350,0,0.14,429.93,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,71000,0,0,1,0,0,1,0,0,21.72,0,0,11,0,0.22,30,89934,18800,4,8176,6458,11.5,99169,89934,7300,80369
9600,1,0.1,309.72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46500,0,0,1,0,0,1,0,0,8.67,0,0,10,0,0.47,16,93949,20300,2,9395,5843,55.1,111111,9610,13000,0
15000,1,0.1,485.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,180000,1,0,0,0,0,1,0,0,3.71,0,2,13,0,0.21,26,36763,71000,5,2828,56183,20.9,92920,36763,71000,18010
6000,1,0.1,194.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,48000,0,1,0,0,0,1,0,0,14.7,0,1,17,1,0.56,24,19625,24300,8,1635,4086,52.5,32599,19625,8600,8299
9000,1,0.09,286.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62000,1,0,0,0,1,0,0,0,14.25,0,1,20,0,0.22,39,162068,31400,15,8103,8534,43.9,191620,45625,15200,38672
8700,1,0.18,315.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50000,0,1,0,0,0,1,0,0,8.91,0,1,5,2,0.44,19,22746,9500,4,4549,5359,43.6,30599,22746,9500,21099
20000,1,0.13,675.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,65000,0,0,1,0,0,1,0,0,19.68,1,3,21,1,0.61,52,256835,37750,15,14268,3080,96,274323,97464,15400,74562
22000,0,0.15,519.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,98000,1,0,0,0,0,1,0,0,17.47,0,2,20,0,0.52,35,271472,45800,5,15082,10590,55.7,300153,66553,23900,47648
8950,1,0.14,304.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,36000,0,1,0,0,0,1,0,0,28,0,0,9,1,0.23,14,137917,8500,5,17240,3481,30.4,167599,25721,5000,36449
8500,1,0.06,260.48,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,62000,1,0,0,0,1,0,0,0,12.02,0,0,6,0,0.87,16,22892,9800,1,3815,1169,87.7,29465,22892,9500,19665
20000,0,0.08,409.28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,135000,0,1,0,0,0,1,0,0,24.27,0,1,16,0,0.76,35,283660,33800,4,17729,8252,75.6,344146,101244,33800,112346
18000,0,0.11,391.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90000,0,1,0,0,0,1,0,0,20.93,0,0,11,0,0.89,22,314090,27400,5,39261,1367,91.8,324562,81459,16600,62884
15000,1,0.11,491.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95000,1,0,0,0,1,0,0,0,15.98,2,0,10,0,0.96,13,246936,9700,2,24694,376,95.6,287425,58720,8500,59777
6400,1,0.06,196.13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54500,1,0,0,0,1,0,0,0,11.34,0,0,6,0,0.72,24,38478,16800,2,6413,4739,71.8,47609,38478,16800,30809
7925,1,0.12,264.71,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40000,1,0,0,0,0,1,0,0,32.88,1,0,7,0,0.91,19,229877,46200,3,32840,2171,92.4,235400,42186,28400,0
11000,1,0.06,334.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,175000,1,0,0,0,0,0,0,1,3.69,0,0,15,0,0.18,21,19929,52100,4,1423,4417,12,62857,19929,26500,10757
5225,1,0.17,185.12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44000,0,0,1,0,0,1,0,0,34.62,1,1,7,0,0.52,15,40061,8450,7,5723,1833,73,47558,40530,5500,39108
15000,0,0.14,350.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,109000,1,0,0,0,0,0,0,1,16.56,0,0,11,0,0.5,63,239960,22300,10,21815,2573,63.2,287004,37307,7000,42828
8000,1,0.09,255.04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,91000,1,0,0,0,0,1,0,0,11.2,1,1,7,0,0.73,20,365777,17800,3,52254,316,91,405455,32290,3500,19424
10000,1,0.15,344.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,99969,0,0,1,0,1,0,0,0,25.71,0,1,18,0,0.71,20,252218,31100,4,14012,5400,79.3,298062,81546,26100,84331
7025,1,0.16,246.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,63000,1,0,0,0,0,1,0,0,23.37,0,1,15,0,0.79,29,24788,10581,7,1652,823,78,35985,24788,6581,25404
5000,1,0.21,188.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31000,0,1,0,0,0,1,0,0,35.81,0,1,6,0,0.47,7,46022,10900,3,7670,2243,53.3,53363,46022,4800,42463
20000,1,0.16,699.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,120000,0,0,1,0,0,1,0,0,11.06,0,0,14,0,0.7,40,400941,42000,4,36449,6324,81.8,425289,42090,34700,19289
27575,0,0.13,623.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,74000,0,0,1,0,1,0,0,0,21.66,0,0,27,0,0.34,48,327263,75200,7,12121,23291,33.6,400524,85975,35100,65215
9000,1,0.16,314.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,96000,0,1,0,0,0,1,0,0,15.4,6,3,12,0,0.57,36,201694,38000,6,20169,15332,58.4,224981,45526,36900,24991
21975,1,0.15,758.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50000,0,0,1,0,0,1,0,0,17.58,0,0,12,0,0.64,28,161321,45300,5,17925,1895,93.2,188765,31479,27800,3465
20025,0,0.16,482.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55000,0,1,0,0,0,1,0,0,37.7,0,0,11,0,0.41,18,66888,31200,2,6081,12298,42.3,106016,66888,21300,74816
5000,1,0.14,170.87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30000,0,1,0,0,1,0,0,0,24.16,0,0,6,0,0.71,13,125741,9800,2,20957,719,86.9,136444,27341,5500,22280
12800,1,0.05,385.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,168000,0,1,0,0,0,1,0,0,14.78,0,1,17,0,0.17,44,332317,78300,9,19548,56049,19.1,406221,162644,69300,148821
3000,1,0.17,106.29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48734,1,0,0,0,0,0,0,1,14.41,0,1,9,0,0.7,15,51007,2200,3,6376,71,95.6,50640,51007,1600,48440
9975,1,0.13,336.05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,1,0,0,0,0,1,0,0,21.8,0,4,11,0,0.4,13,19030,20100,10,1730,2767,39,31165,19030,16600,11065
11550,1,0.21,438,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34000,1,0,0,0,1,0,0,0,22.35,0,0,8,0,0.81,18,23223,28600,2,2903,1544,93.6,28600,23223,24000,0
12000,1,0.11,390.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75000,0,1,0,0,0,1,0,0,19.3,2,0,13,0,0.28,19,37997,40800,5,3166,18326,36.8,89874,37997,29000,49074
7200,1,0.11,235.69,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,125486,0,0,1,0,0,1,0,0,30.31,0,2,28,0,0.47,54,664455,81851,12,24609,4336,67,784892,93170,47700,90550
26900,1,0.18,970.62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,87000,0,0,1,0,1,0,0,0,29.05,0,0,20,0,0.78,24,63586,37700,6,3179,2007,96,84199,63586,14050,46499
14000,1,0.14,476.18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75000,0,1,0,0,1,0,0,0,15.44,0,2,11,0,0.69,18,182107,20600,5,16555,1159,91.7,196849,47809,14000,36249
24000,0,0.11,521.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80000,0,0,1,0,0,1,0,0,25.33,0,0,14,0,0.61,36,272007,54300,4,19429,10213,63.7,315783,152920,28100,127139
24000,1,0.1,770.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65000,0,1,0,0,1,0,0,0,25.68,1,0,18,0,0.3,41,70421,53200,7,3912,30124,29.8,119011,70421,42900,65811
35000,0,0.13,802.29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80000,0,1,0,0,0,1,0,0,26.97,0,0,14,0,0.8,33,301153,51900,8,21511,5461,83.4,340295,99301,32900,70432
35000,0,0.2,927.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92000,0,1,0,0,0,1,0,0,11,0,0,10,0,0.41,16,43218,32900,2,4322,19577,40.5,71168,43218,32900,38268
7000,1,0.1,225.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,67000,1,0,0,0,0,1,0,0,23.27,1,0,20,0,0.33,40,329076,21700,1,27423,7319,35.2,363994,78861,11300,69914
15000,1,0.14,514.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55000,1,0,0,0,1,0,0,0,15.64,0,0,20,0,0.86,37,239210,11500,2,12590,1621,85.9,249897,45106,11500,41038
6600,1,0.08,206.49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,0,0,0,1,21.07,0,0,13,0,0.69,26,199252,19300,4,18114,552,94,227514,36984,9200,41392
6000,1,0.07,185.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000,1,0,0,0,1,0,0,0,10.56,0,0,8,1,0.29,12,33350,17300,2,4169,12323,28.8,62361,33350,17300,45061
11500,0,0.15,275.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,63780,0,1,0,0,0,1,0,0,25.31,0,1,11,1,0.61,30,85059,15000,5,7733,478,93,114111,85059,6800,99111
10000,1,0.14,341.73,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40000,1,0,0,0,1,0,0,0,37.02,0,1,17,1,0.62,34,96747,19500,7,6047,793,90.7,122982,43152,8500,36870
25000,1,0.07,773.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115000,0,1,0,0,1,0,0,0,15.79,0,0,6,0,0.61,14,67673,27700,3,11279,10746,61.2,91965,67673,27700,64265
7200,1,0.15,249.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18000,0,0,1,0,0,1,0,0,26.2,0,0,11,1,0.52,15,9386,17600,2,1043,3893,64.9,18963,9386,11100,0
16300,1,0.13,551.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,102000,0,0,1,0,0,1,0,0,20.61,0,2,10,0,0.71,34,34383,10400,9,3438,2072,57.7,53221,34383,4900,42821
3000,1,0.1,96.79,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,120000,1,0,0,0,0,0,0,1,13.11,0,0,8,0,0.72,14,272182,52100,7,34023,12484,63.6,296556,68193,34300,33407
14900,1,0.12,494.83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40000,1,0,0,0,0,0,0,1,8.45,0,0,6,0,0.37,7,8825,12000,0,1471,4386,49,20199,8825,8600,8199
19050,1,0.06,583.78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53000,0,1,0,0,0,1,0,0,25.95,0,0,6,0,0.35,16,27923,34000,4,4654,17169,40.8,70783,27923,29000,36307
3500,1,0.2,129.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40000,0,1,0,0,0,0,0,1,33.84,0,1,16,0,0.49,26,25121,26100,4,1570,4316,71.4,44157,25121,15100,18057
4000,1,0.09,127.52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41000,0,1,0,0,1,0,0,0,11.45,0,1,11,1,0.28,41,61189,14800,7,6119,3894,44.4,77412,61189,7000,62612
5200,1,0.15,179.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,36000,0,1,0,0,1,0,0,0,14.63,0,0,16,0,0.59,30,159295,7400,2,9956,0,101.1,162037,56502,4000,47612
27200,1,0.07,843.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,120000,0,1,0,0,0,1,0,0,16.18,0,0,8,0,0.55,21,397076,64500,3,49635,26958,55.4,448743,56188,60500,39043
10000,1,0.09,317.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75000,0,1,0,0,1,0,0,0,19.05,0,0,11,0,0.58,23,287652,14400,6,26150,4565,64.6,323596,46057,12900,64446
2500,1,0.13,84.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20694,0,0,1,0,0,0,0,1,33.76,0,0,5,1,0.64,8,92576,8600,3,18515,202,96.3,102204,23277,5500,21604
10425,1,0.16,364.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30000,1,0,0,0,1,0,0,0,26.44,0,0,14,0,0.53,23,21589,22700,6,1661,2572,78.4,34050,21589,11900,11350
12200,1,0.16,426.58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,36000,0,1,0,0,1,0,0,0,10.03,0,0,5,0,0.46,7,8816,11000,3,1763,2623,56.3,15000,8816,6000,4000
8500,1,0.19,312.61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45000,0,0,1,0,0,0,0,1,3.92,0,0,5,0,0.93,5,5360,3900,3,1340,290,92.6,5650,5360,3900,1750
4000,1,0.12,133.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52500,1,0,0,0,0,1,0,0,12.27,0,1,8,0,0.45,12,9536,9400,3,1192,100,97.5,25521,9536,4000,16121
14500,1,0.16,506.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45000,0,0,1,0,0,1,0,0,31.71,0,0,11,0,0.67,21,168742,26100,6,15340,4918,60,183669,38715,12300,24644
11250,1,0.14,386.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45000,0,1,0,0,0,1,0,0,30.88,1,3,9,0,0.9,18,224335,21200,0,24926,872,95.4,274866,33796,19000,38866
25000,1,0.07,771.02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,124452,0,0,1,0,0,1,0,0,36.82,0,0,21,0,0.24,44,253493,113300,7,12071,71354,25.9,404805,106805,96300,124525
35000,0,0.2,917.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,106000,0,0,1,0,1,0,0,0,35.44,0,0,11,0,0.85,34,296647,55100,5,26968,4801,84.8,324066,132396,31600,98966
10000,0,0.11,217.38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53000,0,0,1,0,0,1,0,0,6.36,0,1,9,1,0.28,21,116479,31100,8,12942,8051,30,139700,8847,11500,0
15500,1,0.07,479.45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,96152,0,1,0,0,0,1,0,0,24.4,0,0,22,0,0.5,37,245146,37900,5,11674,6824,71.4,307687,126921,23900,139787
35000,0,0.24,1006.68,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,130000,0,0,1,0,0,0,0,1,6.59,0,4,6,0,0.7,11,196595,34600,1,39319,9118,72.5,211600,24082,33200,0
21000,1,0.1,677.52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,130000,0,1,0,0,0,1,0,0,26.39,0,1,12,0,0.96,27,226177,130100,4,18848,12115,97.5,276601,150432,58900,47501
8750,1,0.1,280.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53000,0,1,0,0,1,0,0,0,25.02,0,0,8,0,0.57,33,171430,10900,5,21429,50,93.7,192677,31582,800,38502
35000,0,0.12,783.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104500,0,1,0,0,0,1,0,0,18.56,0,0,26,0,0.19,41,255506,64200,7,9827,38872,24.4,350574,53076,51300,79028
4850,1,0.15,167.28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34000,1,0,0,0,1,0,0,0,20.61,0,2,10,1,0.47,25,27702,13350,6,3078,1775,82,34943,27702,7100,21593
8400,1,0.06,256.46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,0,0,1,0,0,11.34,0,0,7,0,0.21,17,19948,80000,1,3325,59124,9,86130,19948,65000,6130
24000,1,0.08,754.18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80000,0,1,0,0,0,1,0,0,23.71,0,0,19,0,0.62,38,361390,80200,1,21258,24572,49.1,464332,83743,48300,51332
12000,1,0.14,411.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90000,0,1,0,0,0,1,0,0,15.15,2,0,8,0,0.99,68,41704,1800,19,5958,25,98.6,57375,41704,1800,55575
9500,1,0.06,289.14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,85000,1,0,0,0,0,1,0,0,8.37,0,0,12,0,0.33,30,141258,32400,6,11772,9516,50.7,172347,27604,19300,22947
24000,1,0.12,800.48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,140000,0,0,1,0,0,0,1,0,13.46,0,1,5,0,0.8,60,631584,18000,22,126317,3636,79.8,653617,40303,18000,34367
28000,0,0.17,689.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,81000,0,1,0,0,1,0,0,0,29.22,0,0,24,0,0.72,39,254231,45000,9,11054,8358,79.6,287516,88492,40900,72650
18650,0,0.17,459,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52000,0,1,0,0,0,1,0,0,21.86,0,2,17,0,0.15,29,38069,38100,5,2239,13250,25.6,86806,38069,17800,48706
25000,1,0.06,760.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,77000,0,0,1,0,0,1,0,0,16.55,0,0,8,0,0.18,21,52823,103200,1,6603,48123,19.3,109291,52823,59600,6091
3600,1,0.18,130.59,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56000,0,0,1,0,1,0,0,0,5.31,0,1,4,0,0.88,7,11264,11200,3,2816,194,98.1,15634,11264,10000,0
25000,1,0.14,854.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90000,0,1,0,0,0,1,0,0,12.85,2,1,10,0,0.27,20,382271,24200,6,42475,15537,24.9,407318,42444,20700,39918
8000,1,0.12,267.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42000,0,0,1,0,0,0,1,0,16.8,1,0,13,0,0.47,18,229147,18800,3,19096,7672,52.6,272002,20037,16200,24209
9600,1,0.06,294.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35000,0,0,1,0,1,0,0,0,2.71,0,0,3,3,0.2,5,2165,11100,1,722,7735,21.9,11100,2165,9900,0
35000,1,0.09,1115.77,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,367000,0,0,1,0,1,0,0,0,8.45,0,0,19,0,0.82,35,769750,92700,4,42764,5366,91.8,880257,103889,65300,55598
20000,1,0.09,637.58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,96000,0,1,0,0,1,0,0,0,13.78,0,1,11,0,0.52,25,46267,37200,3,5141,5201,77.9,78404,46267,23500,41204
